name_speaker,datetime,topic,text
QUAGLIARIELLO,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,"La ringrazio per questo chiarimento, signor Presidente. Rispetto alla data le sue considerazioni sono del tutto pertinenti e condivisibili."
QUAGLIARIELLO,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,Quello che volevamo segnalare è la possibilità di agganciare a quella discussione anche quella relativa alle mozioni che sul tema sono state fin qui presentate.
CASTELLI,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,Domando di parlare.
PRESIDENTE,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,Ne ha facoltà.
CASTELLI,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,"Signor Presidente, lei ha dato seguito, con grande puntualità, alle osservazioni che sono state fatte stamattina in sede di Conferenza dei Capigruppo e le do atto di aver allargato i tempi che ci erano stati assegnati relativamente al più volte citato decreto-legge n. 223 e al DPEF. Mi permetto comunque di sottolineare la rilevanza, più che del DPEF, che, se vogliamo, ormai è diventato una sorta di rito con poche ricadute di natura pratica sulla vita del Paese, del cosiddetto decreto Bersani, che ha invece ricadute enormi. Su questo punto, tra l'altro, circolano cifre assolutamente discordanti fra loro. La relazione tecnica parla di centinaia di milioni per alcuni provvedimenti contenuti in questo decreto; vi sono invece dei calcoli, eseguiti da alcune associazioni autorevoli, che parlano addirittura di alcuni miliardi di euro."
CASTELLI,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,"Siamo quindi di fronte ad un provvedimento che è ancora più di un provvedimento , direi che diventa quasi una mini-finanziaria, che prevedibilmente dovrà essere discussa a lungo, ma soprattutto vedrà una serie notevole di emendamenti - la nostra esperienza ce lo dice - con necessità che vengano illustrati e discussi, a meno che il Governo non abbia già in animo di intervenire con l'ennesima fiducia."
CASTELLI,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,"Pertanto, sono a chiederle, signor Presidente, un ulteriore allargamento dei tempi che ci sono stati concessi perché - ripeto - siamo di fronte ad un provvedimento di grande rilevanza, anche per le ricadute mediatiche che ha avuto nel Paese. Ricordo che in questo momento numerosissime categorie sono in agitazione, come quella degli avvocati, che si è vista capitare tra capo e collo una sorta di riforma che riforma non è, ma sono provvedimenti di natura meramente punitiva. Non voglio però entrare nel merito del provvedimento perché mi rendo conto che andrei fuori tema. Credo sia necessario, da questo punto di vista, raddoppiare come minimo i tempi che ci sono stati concessi."
CASTELLI,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,"La seconda questione è anch'essa di natura cronologica. Abbiamo notato che l'ultima settimana di luglio - questa non è una novità, perché è già accaduto molte volte durante i lavori di questa Camera - è di fatto assolutamente piena; questo di solito avviene quando si prevede la conclusione dei lavori. I senatori si adattano a fare un sacrificio che, sia ben chiaro, non è inteso nel senso di lavorare di più, ma di rinunciare a quegli impegni che tutti quanti noi prendiamo sul territorio con la società civile e con gli elettori, perché i lavori d'Aula sono soltanto una parte del nostro lavoro."
CASTELLI,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,"Lei ci ha prospettato un calendario che ci impegnerà da lunedì 24 a sabato 29 luglio, cioè per tutta la settimana; ciò potrebbe andare bene se sabato 29 luglio fosse una data inderogabile, ma se lei ci dice che potremmo lavorare anche la settimana seguente, credo che dobbiamo prendere una decisione. Non sarò certo io a dire che non lavoreremo anche la prima settimana di agosto, ma allora l'ultima settimana di luglio diventa routinaria e non si capisce perché dobbiamo impegnarla per sei giorni: si potrà lavorare nei tre giorni canonici e quindi i numerosi impegni che i senatori hanno preso sul territorio potranno essere rispettati."
CASTELLI,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,"Chiedo che questo equivoco venga risolto, chiedo di dirimere tale questione: non possiamo portare avanti in via, tra l'altro, del tutto ipotetica sia l'una che l'altra opzione, decidiamo in quest'Aula che cosa fare; ovviamente, poi mi rimetterò alla maggioranza, come del resto è ovvio, logico e inderogabile, limitandomi a dire che abbiamo una preferenza per la chiusura dei lavori entro la fine di luglio."
CASTELLI,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,"Vengo poi alla  sulla quale abbiamo molto discusso questa mattina in sede di Conferenza dei Capigruppo e anche oggi in Aula, attraverso gli interventi dei senatori Pastore e Matteoli, riguardante il cosiddetto disegno di legge Mastella."
CASTELLI,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,"Signor Presidente, come abbiamo già sostenuto molte volte, non vi è alcuna necessità e urgenza di affrontarlo. Si è trattato semplicemente, almeno fino ad ora, di un provvedimento di bandiera: è un segnale mandato ai magistrati, di cui questa maggioranza è paladina, in merito alla volontà di cancellare i decreti legislativi più pregnanti in questa materia. Il Governo è legittimato ad adottarlo, non c'è alcun dubbio, ma non si capisce quale sia la  di voler a tutti i costi anticipare questo provvedimento, atteso che non avrà alcun effetto pratico."
CASTELLI,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,"In seguito, infatti, dovrà essere discusso dalla Camera dei deputati e non credo, signor Presidente, che la Camera si voglia impegnare su questo tema né in agosto, né in settembre. La questione, quindi, andrà per le lunghe, per cui nessuno degli obiettivi che il Governo si era posto verrà raggiunto. Pertanto, non cambierà nulla dal punto di vista pratico e nemmeno dal punto di vista del segnale politico, perché ormai penso che anche i magistrati abbiano capito che si è trattato di un provvedimento di bandiera."
CASTELLI,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,"Infine, signor Presidente, vi è una questione nuova, delle ore 13,53, che rassegno a lei e a tutta l'Assemblea. Il ministro dell'interno Amato ha reso in Commissione affari costituzionali affermazioni di una gravità inaudita, che non interessano soltanto gli addetti ai lavori, cioè coloro i quali si occupano di giustizia, ma anche tutto il Parlamento e la società."
CASTELLI,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,"Il ministro Amato ha dichiarato (cito testualmente, non credo che l'ANSA non sia veritiera): «Sono esterrefatto da ciò che accade in Italia» - relativamente alla pubblicazione di intercettazioni - «e mi dicono che accade da molto tempo». ."
CASTELLI,11/07/2006,Ripartizione dei tempi per la discussione del DPEF,Chiedo un minimo di attenzione da parte dei colleghi. Credo che un Ministro che abbia dichiarato in una sede ufficiale cose di questa natura debba poi venire in Parlamento a riferire più compiutamente. «È una prassi talmente consolidata» - quella appunto di divulgare e propalare intercettazioni - «che alcuni giornalisti mi dicono che esistono contratti di fatto tra i giornalisti e chi fornisce le notizie e collegamenti tra procure e giornali per cui viene data al giornalista una  per entrare nel momento in cui un atto viene dato ai difensori».
