name_speaker,datetime,topic,text
ANNUNZIATA,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Nel contempo, da parte italiana, poiché era programmata una riunione del comitato misto Unione Europea-Svizzera per la gestione dell'accordo in materia di trasporti terrestri, è stato chiesto che la Presidenza comunitaria inserisse all'ordine del giorno una voce per avere i necessari chiarimenti sulla chiusura dell'autostrada del San Gottardo. La riunione si è svolta a Berna il 22 giugno scorso, con la presenza anche del rappresentante italiano; la parte elvetica ha fornito informazioni in merito alla serietà dei rischi ed agli interventi prospettati per cercare di eliminarli e ha sottolineato che, ove gli sforzi non diano risultati positivi immediati, sarà necessario prevedere misure alternative, fermo restando la chiusura dell'asse autostradale."
II,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Appare, comunque, difficile che le autorità elvetiche possano decidere la sospensione dei pagamenti della tassa per l'uso delle infrastrutture che dovrebbe, in ogni caso, essere disposta a favore di tutti i vettori, non essendo ipotizzabile un provvedimento destinato ai soli vettori italiani."
II,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Nella consapevolezza della delicatezza del problema del divieto del transito notturno, si ritiene importante come la richiesta alla parte svizzera di sospensione del citato divieto sia stata ribadita nell'ambito di un comitato a Presidenza comunitaria."
II,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Per quanto riguarda l'opportunità, evidenziata nell'interrogazione, di attivare un corridoio diplomatico permanente con la Svizzera per la gestione delle emergenze, si fa presente che, a livello tecnico, è da tempo operante il citato IV gruppo di lavoro italo-svizzero, che ha dato vita, tra l'altro, al gruppo ristretto incaricato di fronteggiare gli stati di crisi della circolazione, composto dai rappresentanti locali dei vari organismi pubblici italiani e svizzeri."
II,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Va, comunque, sottolineato che l'autostrada del San Gottardo, pur facendo parte di un importante itinerario internazionale per il traffico di merci, si trova interamente in territorio elvetico e le competenze circa la sicurezza della circolazione sono, chiaramente, delle autorità elvetiche."
II,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Inoltre, come già evidente da quanto sopra esposto, è opportuno precisare che i rapporti tra Italia e Svizzera non sono regolamentati da un accordo bilaterale, ma si svolgono nell'ambito e nel rispetto dei contenuti dell'accordo Unione Europea-Svizzera, sì da impedire, per le questioni di più ampia portata che ricadono sotto l'egida dell'Accordo Unione Europea-Svizzera, agli Stati firmatari di regolare in maniera bilaterale le eventuali problematiche che emergono nel campo dell'autotrasporto."
II,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Qualunque misura e decisione, quindi, deve tener conto degli interessi di tutti gli Stati coinvolti nell'Accordo Unione Europea-Svizzera, sia in relazione agli aspetti dell'interesse alla circolazione sul territorio svizzero sia in relazione al principio generale di libera circolazione delle merci, il tutto nel rispetto della sicurezza della circolazione stessa."
II,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Ovviamente, il Ministero dei trasporti continuerà a seguire, con la massima attenzione, gli sviluppi della vicenda, monitorando l'evoluzione delle sopra accennate criticità ed intervenendo, laddove necessario, al fine di minimizzare o eliminare le conseguenze negative a carico dell'autotrasporto italiano che derivano dalla chiusura dell'asse del San Gottardo."
BUTTI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)",Domando di parlare.
PRESIDENTE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)",Ne ha facoltà.
BUTTI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Signor Sottosegretario, la ringrazio per la puntuale, anche se a tratti per nulla soddisfacente, risposta che ha voluto fornire alla mia interrogazione."
BUTTI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Signor Presidente, prima di entrare nel merito, le rivolgo una preghiera. L'interrogazione è datata 13 giugno; oggi è il 20 luglio. Ci sono interrogazioni che hanno il requisito dell'urgenza e che necessitano, da parte del Governo, di una risposta altrettanto urgente. Capita spesso, come ad esempio in questo caso, che il Governo sia già pronto da tempo con la risposta scritta, ma che l'andamento schizofrenico dei lavori dell'Aula faccia slittare le sedute dedicate alla discussione degli atti di sindacato ispettivo, facendo venir meno anche l'urgenza dell'interrogazione. Viene quindi vanificato lo sforzo dell'interrogante e del Governo."
BUTTI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","La preghiera è di agevolare il più possibile la trasformazione di un'interrogazione a risposta orale in una a risposta scritta nel momento in cui il Governo sia già pronto e quando, ripeto, solo l'andamento schizofrenico - e certamente biasimevole - dei lavori dell'Aula possa essere da ostacolo allo svolgimento dell'interrogazione."
BUTTI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Come dicevo, onorevole rappresentante del Governo, l'interrogazione è stata presentata il 13 giugno e se avessimo avuto la possibilità di discuterla tempestivamente avremmo potuto sapere per tempo dell'intervento del Ministro datato 7 giugno. Si tratta di un intervento fatto per iscritto presso le competenti autorità svizzere, nei confronti delle quali, veniamo a sapere, sono state avanzate tre richieste che, mi pare di capire, sono rimaste senza risposta."
BUTTI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Non sarà realizzata la sospensione della tassa per il transito dei mezzi pesanti: questo è certamente un aspetto negativo nella risposta del Sottosegretario. Comunque, vi saranno problemi anche riguardo al transito notturno. Voglio ricordare che il gruppo tecnico di lavoro italo-svizzero che certamente - ci sarebbe mancato altro - si è convocato abbastanza rapidamente il 9 giugno non ha di fatto risolto il problema degli autotrasportatori."
BUTTI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Intendo anche far notare che non è stata data un'informazione immediata e corretta da parte delle autorità svizzere alle competenti autorità italiane, tanto che i  che ci sono sull'autostrada A9 riportavano informazioni decisamente insufficienti, a volte scorrette ed errate: parlavano addirittura di una chiusura della dogana."
BUTTI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Onorevole Sottosegretario, sarà anche operante questo gruppo tecnico, ma se i risultati sono questi è del tutto evidente che tali rapporti - lei afferma che non si tratta di patti bilaterali tra Italia e Svizzera, ma lo saranno tra l'Unione Europea e la Confederazione elvetica - vanno rivisti, anche se apprezzo lo sforzo e l'impegno del Governo, soprattutto quando ha auspicato un controllo e un monitoraggio di questi rapporti per il futuro."
BUTTI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Quando si parla di corridoio diplomatico permanente non lo si fa esclusivamente per i problemi legati al trasporto, ma anche per quelli connessi alle diverse migliaia di lavoratori frontalieri, perché vi è una diversa disciplina del fenomeno migratorio; se ne parla quindi, ovviamente, per il trasporto delle merci e per la circolazione delle persone."
BUTTI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Ho voluto concludere la mia interrogazione affermando che questi rapporti con la Confederazione elvetica vedono generalmente l'Italia recedere di fronte alla sistematica ""convinzione svizzera"": ho usato un eufemismo per affermare che le autorità elvetiche agiscono spesso unilateralmente,  gestendo le emergenze, come nel caso di specie, con una certa disinvoltura."
PRESIDENTE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Posso risponderle, senatore Butti, che lei ha posto un'esigenza giusta, quella che ci sia una tempestività e una rispondenza tra interrogazioni e tempi di risposta. Va da sé che un altro ragionamento va fatto in merito all'andamento schizofrenico dei nostri lavori. Mi sembra - ma in questo caso si entra nel campo delle opinioni - che il Senato stia facendo fronte agli impegni che ci siamo assunti."
PRESIDENTE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)",Segue ora l'interrogazione 3-00072 sulla vendita di un complesso immobiliare di proprietà di una società pubblica.
PRESIDENTE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)",Il rappresentante del Governo ha facoltà di rispondere a tale interrogazione.
TONONI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Con riferimento al complesso immobiliare di Lucca oggetto dell'interrogazione, provvederò ad illustrare sia la procedura che ha condotto alla vendita dell'immobile stesso a Fintecna da parte dell'Agenzia del demanio sia la procedura avviata da Fintecna per la dismissione dell'immobile."
TONONI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Il presupposto normativo della cessione a Fintecna va riscontrato nel decreto-legge del 30 settembre 2003, n. 269, convertito con modificazioni nella legge 24 novembre 2003, n. 326, che ha disposto l'alienazione di immobili dichiarati non più strumentali ai fini delle attività istituzionali dell'amministrazione autonoma dei Monopoli di Stato. In particolare, l'articolo 29, comma 1, del citato decreto-legge prevede che l'Agenzia del demanio possa vendere a trattativa privata, anche in blocco, immobili per i quali non sia stato accertato l'interesse in materia di tutela del patrimonio culturale."
TONONI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Tale riserva, però, non interessa il cespite in questione a Lucca, poiché l'amministrazione dei Monopoli di Stato aveva già interessato la competente Sovrintendenza dei beni culturali che, con note del 20 dicembre 1996 e del 9 aprile 1997, pur dichiarando il vincolo architettonico insistente sul bene, ne ha consentito l'alienabilità."
TONONI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","L'Agenzia del demanio, sulla base del decreto del direttore generale del Dipartimento del tesoro del 10 dicembre 2003, ha ceduto in blocco il citato complesso insieme con altri cespiti a Fintecna in data 23 dicembre 2003, al prezzo pattuito di 322 milioni di euro complessivi."
TONONI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Come sapete, la società Fintecna, nell'ambito delle proprie attività riguardanti la dismissione del patrimonio immobiliare, ha riqualificato, valorizzato e commercializzato immobili derivanti sia dalla cessazione delle attività di società e di stabilimenti industriali facenti parte del gruppo, sia da acquisti effettuati dal demanio dello Stato."
TONONI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","In tale contesto, Fintecna ha acquisito una competenza volta alla individuazione di modalità di collocazione sul mercato a seconda delle caratteristiche dei cespiti, distinguendo gli immobili che presentano situazioni urbanistiche potenzialmente interessanti dagli immobili che, sulla base di approfondimenti e di   effettuate, non offrono apprezzabili possibilità di ulteriore incremento di valore."
TONONI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Intale ottica, gli obbiettivi della società trovano attuazione attraverso la cessione diretta dei cespiti sul mercato o la costituzione di  paritetiche, alle quali vengono ceduti i cespiti suscettibili di ulteriori incrementi di valore per effetto di percorsi di trasformazione urbanistica, di realizzazione dell'intervento edilizio e di commercializzazione."
TONONI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)",Al fine di garantire la massima trasparenza per entrambe le modalità di collocazione sul mercato vengono adottate procedure competitive ad evidenza pubblica.
TONONI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Per quanto riguarda, in particolare, il complesso immobiliare di Lucca, la società Fintecna ha comunicato che lo stesso fa parte di un insieme di 50 cespiti offerti in vendita sul mercato, come già avvenuto per altri complessi immobiliari, nel 2003, nel 2004 e nel 2005, mediante un avviso pubblicato sui tre maggiori quotidiani nazionali: ""Il Sole 24 ORE"", ""Corriere della Sera"" e ""la Repubblica""."
TONONI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Nell'invito a offrire, pubblicato l'11 luglio scorso, è precisato che gli interessati dovranno far pervenire agli uffici di Fintecna una manifestazione di interesse. A seguito della manifestazione di interesse, Fintecna invierà a tutti gli interessati la documentazione informativa (descrizione dell'immobile, rappresentazione della situazione urbanistica, catastale e dei vincoli) ed organizzerà dei sopralluoghi per consentire una migliore conoscenza dei cespiti. Al termine di tali attività, agli interessati verrà inviata una lettera di procedura nella quale saranno precisate le modalità per la presentazione dell'offerta vincolante."
TONONI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","La scelta di non indicare un prezzo ""a base d'asta"" risponde all'esigenza di garantire la maggiore partecipazione e concorsualità del mercato alla procedura di vendita, in assenza di elementi conoscitivi di dettaglio relativi alle caratteristiche degli immobili che potranno essere acquisite nelle successivi fasi della procedura, così da garantire la parità di trattamento a tutti gli offerenti."
TONONI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","La trasparenza e la pubblicità assicurate dalla procedura è confermata dal fatto che contestualmente agli inviti ad offrire è stato attivato un apposito sito Internet, aperto alla consultazione del pubblico, nel quale sono immediatamente reperibili i dati degli immobili riportati nelle  degli stessi."
TONONI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)",La presentazione delle offerte vincolanti è prevista presso uno studio notarile di Roma. La valutazione delle offerte verrà effettuata dal consiglio di Fintecna in piena autonomia e con l'obiettivo della massimizzazione del valore economico.
TONONI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Le clausole contenute nel bando relative alla facoltà di Fintecna di non aggiudicare rispondono all'esigenza di tutelare il venditore ove dovessero pervenire offerte non ritenute convenienti, ovvero intervengano situazioni ostative al momento non conosciute che impediscano una migliore collocazione sul mercato o la  dismissione stessa del bene. Tali clausole cautelative rispondono alla prassi adottata nelle procedure di dismissione dei maggiori gruppi italiani, pubblici e privati."
TONONI,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Aggiungo, infine, che il cespite in questione incorpora identificativi catastalmente differenti in relazione alle diverse destinazioni d'uso a suo tempo previste per le unità in esso comprese. Infatti, la descrizione utilizzata da Fintecna fa riferimento ad un edificio polifunzionale in quanto ospitante un cinema, un ex circolo dopolavoro ed alcuna unità ad uso residenziale. A prescindere dal cinema, il resto dell'immobile è da tempo in disuso."
TECCE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)",Domando di parlare.
PRESIDENTE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)",Ne ha facoltà.
TECCE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Signor Presidente, mi dichiaro parzialmente soddisfatto della risposta fornita dal Sottosegretario alla mia interrogazione. Desidero però porre alcune questioni."
TECCE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Inprimo luogo, pur avendo apprezzato molto la chiarezza con la quale il Sottosegretario ha esplicato i vari passaggi della procedura, riferendosi sostanzialmente a varie norme (prevalentemente alle due finanziarie 2004 e 2003) vorremmo che il Governo preparasse una ricognizione complessiva degli esiti dell'attività di Fintecna (ovviamente sull'aspetto specifico della vendita del patrimonio immobiliare demaniale) proprio in osservanza delle finanziarie citate. In particolare, la ricognizione deve fare il punto su quanto si è incassato sulle concessioni, sugli immobili e soprattutto sulla destinazione d'uso."
TECCE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Badate, il problema che poniamo è il seguente: per fare cassa - questa fu l'impostazione dei Governi - si è venduto un patrimonio pubblico a una società interamente controllata dal pubblico senza aver preventivamente stabilito - non è, ovviamente, una critica alla risposta, ma alla normativa da cui essa discende - criteri precisi su cui operare anche rispetto al tema della trattativa privata, sia da Agenzia a Fintecna, sia quando Fintecna predispone l'avviso a offrire."
TECCE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Vorremmo fossero verificate tre cose: la reale situazione degli incassi, visto che si tratta di soldi pubblici che si spostano, l'uso residenziale pubblico realizzato e l'interesse dei Comuni definito; quali attività private di valore o economico-produttivo o di servizi sono state inserite; l'elenco dei beni inalienabili appartenenti al demanio culturale ai sensi dell'articolo 53 del decreto legislativo n. 42 del 2003."
TECCE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Anche nel caso di specie, quel che a mio avviso è discutibile - ho appreso della preventiva consultazione delle sovrintendenze - è che, senza una previa destinazione d'uso da parte dei Comuni e senza che, appunto, siano state definite forme di partecipazione sulla destinazione di un bene che, tra l'altro, è il centro di una città, sia il mercato - questo è il tema - a decidere sull'utilizzo di rilevanti pezzi del patrimonio edilizio e del territorio di città."
TECCE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Questo fa cassa, ma il principio dell'invito a offrire a mio avviso dà troppa discrezionalità all'offerta dei privati e non è chiaro quale sia l'organo interno a Fintecna che, se autorizzato dal Governo, dovrà poi valutare il criterio in base al quale si possa eventualmente addirittura recedere in ogni momento dalla trattativa avanzata, in qualunque ordine e grado."
TECCE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Quello che poniamo, signor Sottosegretario, non è un problema formale di trasparenza, che è ben definita: è un problema sostanziale, di come preventivamente si definiscono gli interessi pubblici. Perciò ho trovato interessante la relazione della Corte dei conti sul rendiconto Fintecna del 2005 che dichiara che non è possibile dare un giudizio complessivo sulla convenienza economica dello Stato a questa operazione."
TECCE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Perciò, dopo l'attenta ricognizione che chiediamo, proponiamo di rivedere l'intera materia della vendita del patrimonio pubblico per fare solo cassa, soprattutto per le vendite a trattativa privata sia dal demanio a Fintecna sia da Fintecna ai privati, ponendo due priorità: programmazione urbanistica e destinazione d'uso sono materia dei Comuni e, nell'eventuale utilizzo, va data prelazione ai Comuni e ad eventuali soggetti da essi individuati."
PRESIDENTE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)",Seguono le interrogazioni 3-00035 e 3-00071 ( 4-00139) sulla cessione nell'ambito di una società di telecomunicazioni.
PRESIDENTE,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)",Il rappresentante del Governo ha facoltà di rispondere congiuntamente a tali interrogazioni.
DANDREA,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Rispondo congiuntamente ai due atti parlamentari in esame che presentano analogo contenuto, sulla base degli elementi di risposta pervenuti dal gabinetto del Ministro delle comunicazioni, premettendo che si tratta, come è noto, soprattutto agli interroganti, di una questione piuttosto complessa dal punto di vista procedurale che proviamo a ricostruire, partendo dal primo punto: l'Autorità per le garanzie nelle comunicazioni, in attuazione di quanto disposto dall'articolo 2, comma 4, del decreto del Presidente della Repubblica n. 318 del 1997, ha modificato e convertito in licenza individuale la concessione stipulata tra l'allora Ministero delle poste e delle telecomunicazioni e la SIRM S.p.A., fusa per incorporazione in Telecom Italia S.p.A. in data 16 giugno 1994."
DANDREA,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Questo atto è stato fatto con delibera 737/00/CONS del 15 novembre 2000 dal titolo ""licenza individuale per l'impianto e l'esercizio delle stazioni radioelettriche di bordo e la fornitura di servizi mobili marittimi nonché del servizio mobile via satellite Inmarsat""."
DANDREA,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Analogamente, sempre l'Autorità per le garanzie nelle comunicazioni ha modificato e convertito in licenza individuale la concessione stipulata, per il medesimo servizio, tra l'allora Ministero delle poste e delle telecomunicazioni e la società Telemar S.pA. Tale atto abilitativo autorizza le suddette società all'espletamento della funzione internazionalmente definita come AAIC, ""Accounting Authority"", consistente nell'esercizio contabile del traffico generato dalle stazioni radioelettriche installate a bordo delle navi."
DANDREA,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Le società autorizzate sono, altresì, intestatarie della licenza relativa alle apparecchiature radioelettriche di bordo e sono responsabili del buon funzionamento dei suddetti apparati che sono sottoposti a un collaudo quinquennale e ad ispezioni annuali effettuate dagli ispettorati territoriali del Ministero delle comunicazioni."
DANDREA,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Per svolgere i servizi autorizzati, ai sensi di quanto previsto all'articolo 3 del decreto ministeriale del 23 dicembre del 1987, n. 111, e ribadito dal Comando generale del corpo delle Capitanerie di porto, le società devono disporre: in primo luogo, del libero uso di quanto necessario per l'esercizio degli impianti radioelettrici di bordo; in secondo luogo, dell'ausilio nel territorio nazionale di un'efficiente organizzazione tecnica con propri incaricati nei principali porti, atta ad assicurare la regolarità del servizio, nonché di depositi, officine e laboratori opportunamente dislocati, idonei a soddisfare le esigenze inerenti la manutenzione e l'esercizio degli apparati radioelettrici di bordo; in terzo luogo, della necessaria organizzazione tecnico-amministrativa al fine di assicurare in ogni evenienza la perfetta regolarità di funzionamento dei servizi oggetto della licenza, con osservanza delle normative vigenti; in ultimo luogo, di un'adeguata organizzazione all'estero, al fine di garantire l'assistenza tecnico-amministrativa necessaria alle stazioni radio di navi che navigano in acque straniere, soprattutto per assicurare gli adempimenti richiesti nel «contratto di manutenzione a terra» (), largamente utilizzato sulle stazioni GMDSS, () per le aree A1, A2 e A3 e previsto tra i metodi di manutenzione della regola IV/15 della convenzione SOLAS, cioè la Convenzione internazionale per la salvaguardia della vita umana in mare."
DANDREA,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Oltre ai predetti requisiti tecnici, per conseguire un'autorizzazione generale per l'esercizio, anche contabile, delle stazioni radioelettriche, ai sensi dell'articolo 183 del codice delle comunicazioni elettroniche (decreto legislativo n. 259 del 2003), non sono richiesti all'impresa specifici requisiti finanziari né forme giuridiche specifiche."
DANDREA,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Ne discende che, per conseguire un'autorizzazione generale per l'esercizio, anche contabile, delle stazioni radioelettriche, è necessario che venga presentata un'istanza alla competente direzione del Ministero delle comunicazioni la quale,  fatto salvo quanto precisato dal citato Comando generale del Corpo delle capitanerie di porto in merito alle condizioni - sopra richiamate - da imporre alle nuove società, verifica la mancanza di condanne penali da parte degli amministratori delegati e dei rappresentanti legali dell'impresa e l'iscrizione alla camera di commercio, comprensiva di nullaosta antimafia. L'istanza viene successivamente inviata al Ministero delle infrastrutture e dei trasporti per l'acquisizione del preventivo parere, come disposto dal citato articolo 183."
DANDREA,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","In data 9 maggio 2006 è pervenuta l'istanza di voltura della citata delibera 737/00/CONS da parte della Telecom Italia S.p.A a favore della società ITS Servizi Marittimi e Satellitari S.p.A, a seguito del contratto di cessione del ramo di azienda denominato «servizi clienti radiomarittimi», stipulato tra le suddette società in data 31 marzo 2006 e modificato  in data 10 maggio 2006."
DANDREA,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Il Ministero, in attuazione di quanto previsto dal comma 8 dell'articolo 25 del codice delle comunicazioni elettroniche, dispone, dal momento dell'invio della presentazione dell'istanza, di 60 giorni per comunicare il proprio diniego fondato sulla non sussistenza da parte dell'impresa cessionaria dei requisiti oggettivi e soggettivi per il rispetto delle condizioni di cui all'autorizzazione medesima."
DANDREA,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Dall'esame della documentazione allegata all'istanza ed, in particolar modo, dal contratto di cessione del ramo di azienda stipulato tra le due società, si evince che vengono trasferiti alla società ITS Servizi Marittimi e Satellitari S.p.A sia le «dotazioni, le attrezzature e gli altri beni mobili funzionali alle attività del ramo di azienda»,  sia i «rapporti di lavoro con i 74 dipendenti addetti al ramo di azienda»."
DANDREA,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)",In tal modo il  della società Telecom Italia in materia viene trasferito integralmente alla società ITS Servizi Marittimi e Satellitari.
DANDREA,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","In proposito, è stato richiesto naturalmente il preventivo parere del Comando generale del Corpo delle capitanerie di porto-reparto 6° del Ministero delle infrastrutture, al quale l'istanza di voltura è stata inviata in data 25 maggio 2006."
DANDREA,20/07/2006,"Svolgimento di interpellanze e di interrogazioni(ore 10,10)","Non essendo emerso finora alcun elemento ostativo al rilascio del nullaosta alla voltura del titolo autorizzatorio, salvo contrario avviso del ripetuto Comando generale del Corpo delle capitanerie di porto, si ritiene che la richiesta di subentro della società ITS Servizi Marittimi e Satellitari alla società Telecom Italia e di voltura della ripetuta delibera possa essere accolta."
