name_speaker,datetime,topic,text
TOFANI,10/07/2006,Sul grave problema degli incidenti sul lavoro,"Signor Presidente, anche per conoscenza dei colleghi, in modo particolare della collega che ha posto il problema, vorrei far presente che già domani pomeriggio, alle ore 14, in 11 Commissione, verrà svolta la relazione sulla proposta di istituire nuovamente - e al più presto - una Commissione di inchiesta così importante, per gli obiettivi che sono noti e che non vanno sottolineati."
PRESIDENTE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","L'ordine del giorno reca la deliberazione sul parere espresso dalla 1 Commissione permanente, ai sensi dell'articolo 78, comma 3, del Regolamento, in ordine alla sussistenza dei presupposti di necessità e di urgenza richiesti dall'articolo 77, secondo comma, della Costituzione, nonché dei requisiti stabiliti dalla legislazione vigente, per il disegno di legge: «Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi»."
PRESIDENTE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)",Nel corso della seduta del 4 luglio scorso la 1 Commissione ha espresso un parere favorevole sulla sussistenza dei predetti presupposti e requisiti.
PRESIDENTE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Successivamente, da parte del prescritto numero di senatori, è stato richiesto, sul parere in questione, il voto dell'Assemblea."
PRESIDENTE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Domando all'estensore del parere, senatore Villone, se intende intervenire."
*VILLONE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Signor Presidente, intervengo per illustrare brevemente all'Aula le motivazioni che hanno sorretto, nella Commissione affari costituzionali, la decisione di votare favorevolmente sulla sussistenza dei presupposti di costituzionalità ed urgenza del decreto-legge 7 giugno 2006 n. 206. Tale parere è ora sottoposto al voto dell'Assemblea - come lei ha ricordato - dal prescritto numero di senatori."
*VILLONE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Io voglio anzitutto sottolineare all'attenzione dei colleghi che ci si trova, con questo decreto, su una materia che possiamo definire tipica per l'adozione di provvedimenti di necessità e urgenza da parte del Governo, cioè la materia tributaria o assimilata."
*VILLONE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Infatti, mentre l'articolo 1 del decreto‑legge riguarda l'IRAP, l'articolo 2, pur non riguardando un tributo in senso stretto, tocca una materia che - come dicevo prima - possiamo considerare vicina o assimilabile a tale ambito perché investe i canoni demaniali marittimi. Che si tratti di una materia sulla quale, tipicamente, si può ritenere appropriata l'adozione del decreto‑legge forse di per sé non basterebbe come giustificazione. Ma consideriamo, ancora, che, sia nell'articolo 1 che nell'articolo 2, vi sono previsioni normative riguardanti termini di pagamento. In particolare, nell'articolo 1 vengono disciplinate le modalità di pagamento dell'IRAP e, in particolare, un profilo che concerne il cosiddetto ravvedimento operoso."
*VILLONE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Ricordo ai colleghi che per l'IRAP è in corso in sede europea una procedura valutativa sulla compatibilità comunitaria. Di ciò non ci occuperemo oggi. Ma è chiaro che la vicenda in atto sottolinea, in un certo qual modo, l'urgenza e la necessità di un intervento normativo teso, appunto, a evitare il possibile verificarsi di fenomeni di ritardato o omesso pagamento e, quindi, le conseguenti, possibili perdite di gettito nell'avvicinarsi della scadenza del termine di versamento, in un contesto che i soggetti tenuti al versamento medesimo avrebbero potuto considerare di complessiva incertezza."
*VILLONE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","In tal senso, penso sia del tutto chiara l'opportunità d'intervenire con una disciplina normativa d'urgenza che possa far chiarezza e tende, da un lato, a garantire le entrate all'erario, dall'altro, però - e vorrei sottolinearlo in modo particolare - a fornire maggiori certezze al contribuente che, in assenza di tale disciplina, potrebbe essere indotto in errore o a tener comportamenti non congrui rispetto all'obbligo di corrispondere l'imposta."
*VILLONE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Lo stesso si può affermare per quanto riguarda l'articolo 2, perché anche in questo caso si prevede il rinvio di un termine. Tale rinvio è motivato da una condizione di incertezza che deriva in realtà - come forse i colleghi ricordano - dal tentativo di aumentare in modo consistente i canoni demaniali marittimi. Questo aumento consistente ha fatto nascere polemiche molto vivaci, ha indotto i contribuenti a comportamenti di temuta o persino annunciata inosservanza del dettato normativo. Conseguenze non lievi, tra l'altro, proprio per l'avvicinarsi della stagione estiva, per una serie di operatori economici e per tutte le attività conseguenti"
*VILLONE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Ricordo che si tratta di canoni demaniali marittimi che, quindi, incidono molto direttamente su alcune attività economicamente assai rilevanti. Da ciò nasce, quindi, la necessità del differimento di un termine per l'esame del provvedimento che possa consentire di riordinare la materia e fornire elementi di riferimento per i comportamenti dei soggetti tenuti alla corresponsione dei canoni; quindi, in questo caso specifico, anche elementi di certezza per lo svolgimento delle attività economiche connesse."
*VILLONE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)",Mi sembra che in un caso e nell'altro siano indiscutibili gli elementi di necessità ed urgenza che sostengono l'adozione del decreto‑legge in esame da parte del Governo.
*VILLONE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Seppure in questa sede parliamo dei presupposti del testo originario del decreto -  quindi la nostra decisione, come quella della Commissione affari costituzionali, non ha in realtà ad oggetto le modifiche introdotte da parte della Camera dei deputati - voglio, però, dire che anche quelle modifiche si possono complessivamente ritenere coerenti con il canone della necessità e dell'urgenza: in particolare, per esempio, per quanto riguarda l'articolo 1, c'è stato l'inserimento... ."
PRESIDENTE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Mi scusi, senatore Villone, vorrei pregare le colleghe e i colleghi, perlomeno di avere rispetto per chi sta svolgendo un intervento su una questione abbastanza delicata, sulla quale, tra l'altro, ci dovremo pronunciare."
VILLONE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","La ringrazio, signor Presidente. Per quanto mi riguarda, rilevo che non è importante che i colleghi senatori ascoltino, ma che votino nel modo giusto."
PRESIDENTE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Non sono d'accordo con lei, dovrebbero sapere bene che cosa si vota."
VILLONE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Questo sarebbe sempre opportuno. Dicevo che nel testo dell'articolo 1 si aggiunge una disciplina la cui urgenza, tra l'altro, è  perché è stata portata all'attenzione dell'opinione pubblica proprio nelle ultime settimane per una complessa vicenda inerente al rapporto Stato-Regioni per quanto riguarda i disavanzi di gestione del Servizio sanitario regionale."
VILLONE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Quindi, capiamo bene che si tratta di una vicenda che, praticamente, è in atto, di cui tutti conosciamo la delicatezza: alcune Regioni sono rientrate, mentre altre non lo hanno fatto. Tutto ciò trova riferimento nel meccanismo introdotto da questo decreto, come anche, per la verità, la modifica abbastanza marginale dell'integrazione della presenza delle associazioni dei consumatori per quanto riguarda le procedure inerenti ai canoni demaniali marittimi di cui all'articolo 2."
VILLONE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Concludo, signor Presidente, notando che in questo caso veramente non avrebbe dovuto esserci dubbio sulla sussistenza dei presupposti di necessità ed urgenza. Noto una certa strumentalità nella decisione dei colleghi dell'opposizione di richiamare, in particolare, questo deliberato della Commissione affari costituzionali in Aula."
VILLONE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Capisco, ovviamente, che si tratti di una scelta del tutto lecita e politicamente comprensibile, perché l'intento dei senatori dell'opposizione non è tanto quello di sottoporre all'Aula una più sofisticata, raffinata e approfondita valutazione del tema, ma soltanto quello di provocare una difficoltà, partendo dalla premessa dell'equilibrio numerico di quest'Aula. Proprio per questo voglio sottolineare ancora che ragioni per raccogliere la proposta dei colleghi dell'opposizione di rigetto del deliberato della Commissione non ce ne sono in nessun senso."
VILLONE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)",Propongo quindi che quel parere venga convalidato dal voto positivo dell'Aula.
PRESIDENTE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)",Ricordo che potrà ora prendere la parola non più di un rappresentante per Gruppo e per non più di dieci minuti ciascuno. Al Gruppo Misto è attribuito un tempo complessivo di quindici minuti.
BARBATO,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)",Domando di parlare.
PRESIDENTE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)",Ne ha facoltà.
BARBATO,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Signor Presidente, onorevoli colleghi, siamo chiamati quest'oggi a dibattere in Assemblea sulla sussistenza dei presupposti di necessità ed urgenza del decreto-legge 7 giugno 2006, n. 206, le cui disposizioni risultano essere, oltre che necessarie e urgenti, anche funzionali all'azione di Governo."
BARBATO,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Ci apprestiamo a convertire gli articoli del decreto‑legge recanti disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi afferenti alle entrate dei soggetti pubblici, con cui il Governo intende infatti eseguire anche un primo passo per ridefinire il sistema di finanza pubblica."
BARBATO,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","L'intento dilatorio dell'opposizione è evidente. Eppure, la stessa opposizione contraddice se stessa quando chiede di negare i presupposti di cui all'articolo 77 della Costituzione. In particolare, mi soffermo sull'articolo 1 del decreto, che riproduce una disposizione contenuta in un analogo provvedimento d'urgenza emanato lo scorso anno nel medesimo periodo proprio dal Governo Berlusconi, i cui presupposti di necessità ed urgenza sono indispensabili affinché non si verifichino gli effetti negativi che deriverebbero dal ritardo o addirittura dal mancato pagamento dell'imposta IRAP."
BARBATO,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Non a caso, l'intento governativo è assicurare la regolarità dei versamenti IRAP, problematica innegabilmente legata alla compatibilità comunitaria. E tale obiettivo costituisce senza dubbio la  di necessità ed urgenza."
BARBATO,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Pertanto, nelle more della definitiva pronuncia della Corte di giustizia delle Comunità europee in merito alla compatibilità comunitaria del tributo stesso, si cerca di scoraggiare ritardi di esborso da parte di quei contribuenti che, nell'attesa di una eventuale dichiarazione d'incompatibilità del tributo con l'IVA, preferiscono non anticipare le somme, riservandosi di versarle all'esito di decisione sfavorevole, pagando sanzioni ridotte. Il traguardo è conseguibile proprio attraverso l'esclusione dell'istituto del cosiddetto ravvedimento operoso."
BARBATO,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","D'altra parte, l'IRAP - mi si perdoni l'accenno al merito della questione - essendo una tassa che incide sul fattore lavoro, da molti indirettamente è ritenuta un aggravio dei problemi occupazionali del Paese e d'altra parte non si può non considerare che svolge un ruolo fondamentale a sostegno della spesa sanitaria delle Regioni."
BARBATO,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","A tal proposito, vorrei ricordare all'Assemblea che, pochi mesi orsono, in Campania, da vice presidente della Commissione bilancio, ho dovuto affrontare problematiche poste dall'allora Autorità centrale, che coercitivamente aveva imposto un incremento massimo delle aliquote IRPEF (addizionale) ed IRAP, pena il commissariamento delle Regioni inadempienti, forzandoci a scelte poco condivise come gruppo politico, ancorché decisive per il risanamento del Servizio sanitario regionale."
BARBATO,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Così, ora mi sorprende molto il disaccordo totale e l'incomprensibile richiesta dell'opposizione, mal disposta a scelte attuali di Governo che solo «ieri» erano conformi anche al loro operato istituzionale."
BARBATO,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Certo è che, a legislazione vigente, l'imposta regionale sulle attività produttive esiste e, in maniera altrettanto certa, esiste una norma della finanziaria 2005 in base alla quale lo sforamento dei tetti di spesa sanitaria delle Regioni comporta una maggiorazione dell'aliquota dell'1 per cento."
BARBATO,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Comunque apprezzabile è la modifica introdotta durante l'esame del testo alla Camera dei deputati con l'articolo 1 che esclude tale possibilità per le Regioni che abbiano raggiunto un accordo col Governo in merito al piano di rientro dal disavanzo di gestione del Servizio sanitario regionale, perché rende circoscritto il campo di applicazione solo ad alcune Regioni (Abruzzo, Molise, Lazio, Campania), lasciando salva la Liguria, che, pur registrando un disavanzo gestionale, ha ottenuto l'approvazione del piano di riparto."
BARBATO,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Tale avallo ovviamente non è per motivi discriminatori, ma frutto del rispetto dei lavori dei Consigli regionali e delle Giunte che, in momenti difficoltosi, hanno coscientemente operato con il potere centrale al fine di addivenire a soluzioni migliori per le economie locali."
BARBATO,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Tengo infine a precisare che, nel caso in cui l'accordo non sia conseguito, l'aggravio fiscale naturalmente ricadrebbe sempre e solo sui contribuenti che si troverebbero a dover scontare questa situazione di incertezza dei versamenti IRAP, mentre la norma introdotta all'articolo 1 del decreto, che presto ci accingeremo a votare, tende ad arginare per tempo il rischio dell'aumento della tassazione sui contribuenti."
BARBATO,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Anche nell'articolo 2 - apparentemente di contenuto eterogeneo, ma in realtà sempre ascrivibile alla medesima materia delle entrate pubbliche, laddove si cerca di pervenire ad una rideterminazione dei canoni demaniali, con una rivalutazione degli stessi, prorogando gli effetti giuridici dei termini prima previsti - sono chiaramente rinvenibili i presupposti di necessità e urgenza che legittimano il decreto al nostro esame."
PRESIDENTE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","La prego di concludere, senatore Barbato."
BARBATO,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Signor Presidente, ribadisco quindi il voto favorevole del Gruppo Misto-Popolari-Udeur ai presupposti di costituzionalità del decreto in esame."
ROSSI,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)",Domando di parlare.
PRESIDENTE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)",Ne ha facoltà.
ROSSI,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Signor Presidente, a nome del Gruppo Insieme con l'Unione-Verdi-Comunisti Italiani, dichiaro il voto favorevole, acclarato (per il lavoro sia della Commissione della Camera, sia di quella del Senato) che non esistono elementi ostativi, sia per la necessità e l'urgenza, sia per la costituzionalità dell'atto."
ROSSI,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Pur comprendendo che l'opposizione non si farà scappare nessuna occasione per portare spesso i provvedimenti in Aula per vizi o questioni procedurali, non vi è dubbio che nel merito il decreto abbia tutti gli elementi per ricevere il nostro voto favorevole."
STIFFONI,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)",Domando di parlare.
PRESIDENTE,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)",Ne ha facoltà.
STIFFONI,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Signor Presidente, colleghi, il decreto‑legge in esame interviene in materia di IRAP, con l'intento di assicurare la regolarità dei versamenti dovuti, in attesa della pronuncia della Corte di giustizia delle Comunità europee, nonché in materia di adempimenti istruttori tecnici, necessari alla corretta rideterminazione dei canoni demaniali marittimi."
STIFFONI,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Nonostante la 1 Commissione permanente abbia ritenuto di formulare sul testo al nostro esame un parere non ostativo circa la sussistenza dei presupposti di costituzionalità, si debbono, in realtà, evidenziare alcuni profili problematici che le disposizioni introdotte sottendono."
STIFFONI,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Per quanto concerne il profilo della tecnica legislativa utilizzata e dell'efficacia del testo normativo ai fini della semplificazione e chiarezza dell'ordinamento, si rileva che il provvedimento reca una contenuto eterogeneo, intervenendo in differenti ambiti normativi - rispettivamente, in materia di sanzioni tributarie e di determinazione di canoni demaniali marittimi - con disposizioni la cui finalità è, tuttavia, in senso ampio, riferibile alla medesima materia, quella concernente le entrate di soggetti pubblici. Nella sostanza, esso determina una sostanziale proroga di effetti giuridici prodotti da preesistenti disposizioni di carattere temporaneo, i cui termini di efficacia erano già scaduti."
STIFFONI,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","In particolare, l'articolo 1 estende al periodo d'imposta in corso quanto era già stabilito nel decreto-legge n. 106 del 2005, convertito nella legge n. 156, sempre del 2005, che faceva però riferimento ai precedenti periodi d'imposta."
STIFFONI,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","L'articolo 2, invece, differisce un termine originariamente previsto, successivamente prorogato per ben quattro volte, l'ultima delle quali con il decreto-legge 30 settembre 2005, n. 203. Tutto ciò pone il provvedimento in esame in aperto contrasto con i necessari parametri normativi di chiarezza ed efficacia dei testi legislativi, nonché, in particolare, con quanto prescritto dall'articolo 15, comma 3, della legge n. 400 del 1988, secondo cui «I decreti devono contenere misure di immediata applicazione e il loro contenuto deve essere specifico, omogeneo e corrispondente al titolo»."
STIFFONI,10/07/2006,"(700)Conversione in legge, con modificazioni, del decreto-legge 7 giugno 2006, n. 206, recante disposizioni urgenti in materia di IRAP e di canoni demaniali marittimi(ore 18,10)","Come già affermato dal Comitato per la legislazione in sede di esame del provvedimento presso la Camera dei deputati, la tecnica della novellazione non è utilizzata conformemente a quanto previsto dalla circolare congiunta dei Presidenti di Camera e Senato, nonché da quella del Presidente del Consiglio, datata al 20 aprile 2001, secondo cui l'unità minima di testo da sostituire con una novella, al fine di consentire la più agevole e chiara comprensione del testo normativo, dovrebbe essere il comma, anche nel caso in cui si modifichi una singola parola."
