id_speaker,offset_video,duration
SPEAKER_21,01:07:44,0.051
SPEAKER_02,01:07:44,9.501
SPEAKER_21,01:07:54,14.444999999999709
SPEAKER_12,01:08:00,0.152
SPEAKER_02,01:08:08,4.995000000000346
SPEAKER_10,01:08:19,19.69300000000021
SPEAKER_12,01:08:39,4.050000000000182
SPEAKER_10,01:08:43,8.994
SPEAKER_12,01:08:52,1.957
SPEAKER_10,01:08:54,7.054
SPEAKER_12,01:09:01,6.868
SPEAKER_21,01:09:10,0.439
SPEAKER_02,01:09:10,16.352
SPEAKER_21,01:09:26,8.336
SPEAKER_02,01:09:32,3.577
SPEAKER_12,01:09:37,1.367
SPEAKER_10,01:09:38,7.559999999999491
SPEAKER_21,01:09:46,6.649
SPEAKER_02,01:09:52,3.341
SPEAKER_10,01:09:55,1.536
SPEAKER_02,01:09:58,1.974
SPEAKER_10,01:09:58,0.574
SPEAKER_08,01:10:01,2.093
SPEAKER_12,01:10:10,3.476
SPEAKER_10,01:10:15,40.78700000000026
SPEAKER_12,01:10:54,1.873
SPEAKER_10,01:10:57,16.41899999999987
SPEAKER_21,01:11:09,0.067
SPEAKER_14,01:11:16,1.688
SPEAKER_10,01:11:16,34.982
SPEAKER_14,01:11:21,2.17699999999968
SPEAKER_02,01:11:24,1.62
SPEAKER_10,01:11:52,57.96600000000035
SPEAKER_14,01:12:50,0.844
SPEAKER_10,01:13:01,1.586
SPEAKER_01,01:13:08,0.152
SPEAKER_14,01:13:08,0.456
SPEAKER_10,01:13:08,22.628999999999905
SPEAKER_12,01:13:29,3.763
SPEAKER_14,01:13:31,0.489
SPEAKER_12,01:13:34,1.029
SPEAKER_10,01:14:09,26.493000000000393
SPEAKER_07,01:14:35,5.19800000000032
SPEAKER_10,01:14:40,46.456999999999425
SPEAKER_07,01:15:27,6.041
SPEAKER_10,01:15:33,35.45400000000063
SPEAKER_07,01:16:08,2.548999999999978
SPEAKER_10,01:16:11,7.813
SPEAKER_13,01:16:19,3.308
SPEAKER_19,01:16:29,3.021
SPEAKER_14,01:16:31,1.603
SPEAKER_20,01:16:31,0.439
SPEAKER_10,01:16:34,6.632
SPEAKER_07,01:16:42,0.034
SPEAKER_16,01:16:42,5.063000000000102
SPEAKER_09,01:16:47,3.8649999999997817
SPEAKER_10,01:16:51,9.703
SPEAKER_09,01:16:51,0.051
SPEAKER_07,01:17:01,3.493
SPEAKER_09,01:17:07,3.831
SPEAKER_07,01:17:07,0.506
SPEAKER_10,01:17:08,58.792999999999665
SPEAKER_09,01:18:07,3.156
SPEAKER_10,01:18:08,8.623000000000502
SPEAKER_06,01:18:16,1.519
SPEAKER_14,01:18:17,0.776
SPEAKER_10,01:18:17,11.34
SPEAKER_13,01:18:18,0.152
SPEAKER_10,01:18:30,7.206
SPEAKER_13,01:18:32,0.506
SPEAKER_07,01:18:33,1.941
SPEAKER_16,01:18:38,0.506
SPEAKER_10,01:18:39,6.429
SPEAKER_14,01:18:44,0.371
SPEAKER_08,01:18:45,0.439
SPEAKER_10,01:18:52,57.5600000000004
SPEAKER_09,01:19:49,2.767
SPEAKER_10,01:19:52,81.99499999999989
SPEAKER_07,01:21:14,4.506
SPEAKER_10,01:21:18,1.552
SPEAKER_20,01:21:20,2.9530000000004293
SPEAKER_07,01:21:23,7.054000000000087
SPEAKER_10,01:21:30,16.503999999999905
SPEAKER_07,01:21:47,3.898
SPEAKER_10,01:21:50,17.246
SPEAKER_07,01:22:08,2.852
SPEAKER_10,01:22:11,13.618
SPEAKER_19,01:22:31,1.704
SPEAKER_10,01:22:32,2.717
SPEAKER_07,01:22:35,62.91
SPEAKER_04,01:23:39,3.004
SPEAKER_06,01:23:42,3.4420000000000073
SPEAKER_10,01:23:45,1.249
SPEAKER_06,01:23:46,0.034
SPEAKER_10,01:23:48,9.197
SPEAKER_06,01:23:57,10.800000000000182
SPEAKER_07,01:24:07,2.0590000000001965
SPEAKER_10,01:24:10,11.154
SPEAKER_06,01:24:21,6.1599999999998545
SPEAKER_07,01:24:27,5.9229999999997744
SPEAKER_10,01:24:34,5.333
SPEAKER_07,01:24:39,3.594
SPEAKER_20,01:24:46,1.823
SPEAKER_10,01:24:46,0.337
SPEAKER_06,01:24:54,1.147
SPEAKER_13,01:25:01,110.582
SPEAKER_07,01:26:57,0.017
SPEAKER_12,01:26:57,1.654
SPEAKER_06,01:26:59,3.932
SPEAKER_10,01:27:02,4.809999999999491
SPEAKER_15,01:27:07,11.391
SPEAKER_07,01:27:20,5.754
SPEAKER_10,01:27:24,0.135
SPEAKER_07,01:27:28,2.076
SPEAKER_08,01:27:31,116.4369999999999
SPEAKER_10,01:29:31,6.733
SPEAKER_06,01:29:38,2.497
SPEAKER_10,01:29:40,7.155
SPEAKER_06,01:29:41,0.489
SPEAKER_07,01:29:47,2.329
SPEAKER_10,01:29:49,13.365
SPEAKER_06,01:30:02,0.034
SPEAKER_09,01:30:05,86.90599999999995
SPEAKER_12,01:31:31,10.058
SPEAKER_09,01:31:42,13.011
SPEAKER_10,01:31:56,5.872
SPEAKER_06,01:32:01,0.253
SPEAKER_05,01:32:03,52.801000000000386
SPEAKER_08,01:32:57,1.62
SPEAKER_05,01:32:59,61.40899999999965
SPEAKER_14,01:33:14,0.776
SPEAKER_05,01:34:01,1.232
SPEAKER_00,01:34:01,0.084
SPEAKER_05,01:34:03,128.97599999999966
SPEAKER_10,01:36:13,2.008
SPEAKER_07,01:36:14,2.329
SPEAKER_06,01:36:17,18.174000000000888
SPEAKER_10,01:36:33,3.475999999999658
SPEAKER_00,01:36:37,171.65299999999934
SPEAKER_07,01:39:30,7.425000000000182
SPEAKER_16,01:39:39,4.961
SPEAKER_07,01:39:40,0.186
SPEAKER_16,01:39:44,18.343
SPEAKER_05,01:40:03,1.215
SPEAKER_07,01:40:05,0.017
SPEAKER_10,01:40:05,7.223
SPEAKER_07,01:40:07,0.506
SPEAKER_06,01:40:12,1.485
SPEAKER_20,01:40:16,155.65499999999975
SPEAKER_10,01:42:53,5.332
SPEAKER_06,01:42:58,0.523
SPEAKER_20,01:43:02,6.295000000000073
SPEAKER_17,01:43:08,170.47200000000066
SPEAKER_07,01:45:59,3.814
SPEAKER_10,01:46:03,0.861
SPEAKER_20,01:46:04,4.439000000000306
SPEAKER_10,01:46:08,1.417
SPEAKER_06,01:46:08,6.261
SPEAKER_07,01:46:12,3.443000000000211
SPEAKER_10,01:46:15,5.062
SPEAKER_06,01:46:21,7.324
SPEAKER_10,01:46:28,4.59
SPEAKER_06,01:46:32,3.021
SPEAKER_10,01:46:35,9.011
SPEAKER_20,01:46:44,3.054
SPEAKER_06,01:46:48,1.215
SPEAKER_20,01:46:48,3.053999999999178
SPEAKER_06,01:46:51,27.893999999999323
SPEAKER_10,01:46:58,0.034
SPEAKER_18,01:46:58,0.574
SPEAKER_20,01:47:01,1.772
SPEAKER_10,01:47:10,2.548
SPEAKER_18,01:47:12,0.776
SPEAKER_10,01:47:17,5.653
SPEAKER_07,01:47:21,0.321
SPEAKER_08,01:47:21,4.725
SPEAKER_06,01:47:24,0.084
SPEAKER_07,01:47:24,0.506
SPEAKER_10,01:47:24,2.666
SPEAKER_14,01:47:26,0.017
SPEAKER_10,01:47:30,12.353000000000065
SPEAKER_07,01:47:42,2.987
SPEAKER_10,01:47:50,2.936
SPEAKER_07,01:47:50,0.135
SPEAKER_10,01:47:54,12.892
SPEAKER_06,01:48:07,3.628
SPEAKER_07,01:48:10,1.029
SPEAKER_06,01:48:11,0.017
SPEAKER_10,01:48:12,24.992
SPEAKER_07,01:48:36,0.793
